Physical,Analytical,Fitness,Interview,Education,Result
47,78,29,64,33,0
35,19,11,31,37,0
98,24,63,45,78,0
88,76,75,77,25,0
21,15,5,24,40,0
97,13,71,27,10,0
51,58,78,84,57,1
28,36,26,79,99,0
37,23,76,50,97,0
76,43,39,18,49,0
95,94,22,30,0,0
84,77,1,88,50,0
14,99,2,56,59,0
14,72,16,68,95,0
65,76,17,66,22,0
60,72,42,11,1,0
43,96,26,77,4,0
13,4,16,17,75,0
32,22,62,75,6,0
15,71,61,62,23,0
68,57,30,72,96,0
95,60,92,24,86,0
20,88,84,19,50,0
10,11,26,24,16,0
44,94,34,44,59,0
94,84,26,88,13,0
86,45,56,80,94,1
79,48,43,76,46,1
24,81,65,43,44,0
41,59,48,0,71,0
55,69,86,84,45,1
69,4,41,8,14,0
21,94,0,63,25,0
96,3,6,71,18,0
1,33,32,5,40,0
97,78,94,47,41,1
55,45,22,66,14,0
44,88,89,45,35,0
98,75,80,5,84,0
91,67,91,35,30,0
54,99,31,57,84,0
66,57,12,65,38,0
18,23,44,94,28,0
66,69,79,96,3,0
13,47,41,11,8,0
6,66,90,95,33,0
41,44,11,24,62,0
98,48,80,35,36,0
54,71,63,23,27,0
29,42,90,25,12,0
78,42,41,98,63,1
88,10,40,32,59,0
90,81,21,93,20,0
21,26,1,13,11,0
62,30,22,89,11,0
95,94,54,98,90,1
67,90,4,85,79,0
39,82,0,81,52,0
70,87,60,95,85,1
79,81,11,32,19,0
43,39,25,41,83,0
10,59,65,48,30,0
92,59,6,80,41,0
12,46,89,9,67,0
61,28,38,39,56,0
62,44,70,75,26,0
68,10,60,99,85,0
7,89,30,22,37,0
97,82,86,8,41,0
72,30,68,68,78,0
7,78,72,21,1,0
36,18,44,43,48,0
88,40,12,85,80,0
64,30,30,47,85,0
8,82,94,14,51,0
56,99,39,84,11,0
85,81,9,71,96,0
51,65,58,45,75,1
3,90,82,100,61,0
85,69,28,27,39,0
27,68,49,1,72,0
29,33,35,92,10,0
65,4,25,78,9,0
74,32,31,94,67,0
92,49,41,62,32,0
15,67,58,39,81,0
70,67,99,73,37,1
41,79,12,95,98,0
3,16,22,24,75,0
18,85,84,15,14,0
25,97,1,45,16,0
52,79,43,49,13,0
98,8,14,49,50,0
55,96,24,41,28,0
75,88,65,21,3,0
78,80,52,31,92,0
70,17,10,80,85,0
7,31,36,18,56,0
56,16,52,83,73,0
43,1,21,95,1,0
68,54,30,11,93,0
43,10,69,83,45,0
61,40,11,22,8,0
45,60,22,54,61,0
45,63,21,61,56,0
53,85,60,46,77,1
70,85,57,26,77,0
53,3,32,77,48,0
3,94,65,8,74,0
75,13,85,59,69,0
90,81,11,17,29,0
47,5,70,0,31,0
95,66,27,79,35,0
92,93,87,27,52,0
47,60,39,33,20,0
67,69,31,92,17,0
73,84,28,83,59,0
63,66,35,33,78,0
48,52,45,46,40,1
66,64,66,18,84,0
92,8,79,79,70,0
55,11,74,75,56,0
70,79,78,44,46,1
9,60,70,94,13,0
47,22,1,61,29,0
42,1,7,25,95,0
76,69,36,90,65,1
72,10,56,46,15,0
90,75,63,54,72,1
98,32,4,97,90,0
59,26,100,23,25,0
63,4,69,55,12,0
75,2,37,12,25,0
41,42,6,41,0,0
20,87,38,68,91,0
41,11,92,11,53,0
33,6,18,30,97,0
73,64,34,99,59,0
13,27,33,9,21,0
45,83,11,1,99,0
29,6,11,55,89,0
91,73,94,48,45,1
56,60,2,25,82,0
13,84,98,18,68,0
75,37,49,10,20,0
100,66,45,52,36,1
18,74,46,98,21,0
53,75,39,11,17,0
72,84,55,82,92,1
81,88,94,9,66,0
69,96,2,4,20,0
56,68,30,59,24,0
49,77,6,79,0,0
96,25,90,59,8,0
33,9,79,75,70,0
24,1,72,38,6,0
97,73,82,97,19,0
58,45,44,79,88,1
95,37,77,58,36,1
17,21,63,49,57,0
0,81,85,36,83,0
57,56,2,9,67,0
35,68,79,71,74,0
89,98,24,95,67,0
70,78,35,77,8,0
41,3,100,92,53,0
58,96,14,90,83,0
80,12,93,7,69,0
12,65,39,20,70,0
71,84,68,51,77,1
15,48,54,59,15,0
78,76,69,100,1,0
54,42,63,10,49,0
88,31,91,36,33,0
24,2,66,83,72,0
62,35,88,8,44,0
70,41,13,72,30,0
49,67,71,85,53,1
83,37,93,50,78,1
59,43,83,49,93,1
84,15,87,77,71,0
63,81,40,21,61,0
79,46,87,56,47,1
70,32,51,8,63,0
98,31,78,67,75,0
35,91,3,42,19,0
30,71,20,17,42,0
38,92,98,69,32,0
80,52,55,44,86,1
8,95,59,3,33,0
46,78,36,15,16,0
12,68,21,82,74,0
18,54,56,33,38,0
4,42,97,37,13,0
84,7,1,88,3,0
13,67,77,35,75,0
34,20,64,38,21,0
58,7,55,60,86,0
4,17,20,24,55,0
23,13,14,56,24,0
44,3,58,9,86,0
59,17,65,59,2,0
63,15,1,71,67,0
10,43,19,13,31,0
79,29,2,4,55,0
63,61,81,20,0,0
99,32,46,57,21,0
54,26,92,36,92,0
86,86,11,57,91,0
50,68,37,12,41,0
80,17,47,48,25,0
47,92,97,30,75,0
63,49,69,100,16,0
86,57,0,11,65,0
80,96,31,52,79,0
73,51,51,43,80,1
9,67,85,31,22,0
79,13,95,53,33,0
30,37,7,58,45,0
52,96,66,92,46,1
83,94,62,83,13,0
34,83,15,7,65,0
51,18,52,85,51,0
15,57,64,82,63,0
32,81,69,45,12,0
55,87,6,51,56,0
8,66,78,37,92,0
83,78,36,77,0,0
78,71,63,51,53,1
63,39,93,98,22,0
67,92,23,82,43,0
66,35,55,25,8,0
67,95,42,68,27,0
1,53,90,49,28,0
75,1,41,23,74,0
73,40,26,78,41,0
9,28,78,67,95,0
68,20,75,74,7,0
70,40,31,86,24,0
20,29,20,87,74,0
54,97,4,90,46,0
10,49,88,36,70,0
25,77,1,65,99,0
33,81,58,41,34,0
7,62,97,71,71,0
10,76,72,52,32,0
49,1,93,44,98,0
93,85,95,56,12,0
72,87,30,32,58,0
94,95,83,34,57,0
64,34,62,94,48,0
31,33,42,10,82,0
12,18,86,88,8,0
39,49,88,100,50,1
58,66,30,9,71,0
83,46,41,1,61,0
32,95,45,70,51,0
77,0,23,52,96,0
72,15,57,83,40,0
1,88,9,69,52,0
66,33,38,57,14,0
13,15,1,43,84,0
18,37,57,31,98,0
75,70,78,70,13,0
11,60,22,65,93,0
59,40,42,5,90,0
13,61,78,97,23,0
86,81,46,79,58,1
14,64,10,46,37,0
91,23,30,75,18,0
46,12,6,0,74,0
36,11,58,81,49,0
84,88,88,99,93,1
84,19,58,56,31,0
55,16,24,37,88,0
52,89,45,7,64,0
41,67,4,84,79,0
31,60,30,87,52,0
79,66,95,61,3,0
100,79,18,1,40,0
79,20,2,64,87,0
26,75,22,17,32,0
5,26,60,26,26,0
14,90,76,68,2,0
39,39,61,76,73,1
39,82,6,58,41,0
59,29,10,94,19,0
4,72,56,39,93,0
66,57,75,83,36,1
9,8,33,46,69,0
19,56,67,86,52,0
30,89,34,48,58,0
27,74,28,35,8,0
19,90,48,50,17,0
46,43,66,9,12,0
57,51,86,73,43,1
33,74,15,91,99,0
26,100,95,88,43,0
55,62,19,28,56,0
63,24,16,45,15,0
75,96,19,31,65,0
47,43,68,100,77,1
95,67,83,98,79,1
15,33,29,51,88,0
4,28,89,11,27,0
92,48,41,59,92,1
79,20,87,74,59,0
46,54,1,45,43,0
53,20,81,87,30,0
64,96,57,91,39,1
41,48,85,57,1,0
49,36,15,0,11,0
51,36,21,11,64,0
47,60,6,77,97,0
55,34,64,53,38,0
87,28,22,51,40,0
51,78,68,3,71,0
33,92,56,21,14,0
59,34,9,56,60,0
76,99,40,98,32,0
57,0,56,85,11,0
52,37,97,84,35,0
100,6,43,6,60,0
29,96,77,5,9,0
78,49,87,89,50,1
86,35,100,6,1,0
9,97,93,25,28,0
24,97,79,5,79,0
69,76,82,68,71,1
14,6,2,45,27,0
84,86,28,70,41,0
43,77,93,18,67,0
51,78,69,74,12,0
56,50,15,29,36,0
27,72,94,75,33,0
62,27,20,24,64,0
59,91,0,96,83,0
63,55,26,92,47,0
99,65,50,6,100,0
72,56,24,50,31,0
82,59,21,66,1,0
4,20,100,9,97,0
28,69,64,17,74,0
65,22,28,67,38,0
31,13,3,94,75,0
61,11,29,36,24,0
63,69,77,66,24,0
52,56,0,81,26,0
83,42,90,40,6,0
26,82,7,80,82,0
34,91,91,1,86,0
95,68,65,90,45,1
99,89,78,79,47,1
99,75,29,47,61,0
30,46,42,33,58,0
72,55,98,46,81,1
26,67,78,56,99,0
49,30,45,67,46,0
28,74,100,42,36,0
57,5,37,39,84,0
41,74,70,68,80,1
23,78,73,58,52,0
43,16,20,75,15,0
77,78,79,43,74,1
84,28,41,2,97,0
52,63,48,82,87,1
35,24,29,43,7,0
47,35,46,62,80,0
94,12,45,63,45,0
84,0,54,10,83,0
54,54,97,33,43,0
37,75,98,67,41,1
7,24,61,82,82,0
16,17,12,13,56,0
52,91,89,24,78,0
18,83,48,48,59,0
1,29,74,33,24,0
26,92,99,87,13,0
40,30,79,47,13,0
39,37,99,51,22,0
5,41,86,24,69,0
46,93,46,83,23,0
49,72,12,41,47,0
61,60,51,60,10,0
67,59,69,82,36,1
2,41,27,73,61,0
85,38,69,62,61,1
46,41,75,43,2,0
18,37,17,21,12,0
47,77,27,29,21,0
66,66,82,34,97,0
3,11,64,1,7,0
19,98,37,65,86,0
68,97,92,5,73,0
60,15,56,87,85,0
10,58,63,61,55,0
43,45,17,17,17,0
90,56,45,73,53,1
25,81,61,21,62,0
96,54,43,20,70,0
22,73,45,26,8,0
69,89,57,47,31,0
65,29,25,94,37,0
46,33,37,82,67,0
71,31,85,0,84,0
46,0,91,34,79,0
72,37,72,2,33,0
21,61,75,2,52,0
33,61,64,12,63,0
7,86,40,19,12,0
91,38,29,10,44,0
42,17,95,79,80,0
94,45,1,51,97,0
39,64,29,2,34,0
64,10,65,85,96,0
15,41,19,4,13,0
27,18,80,56,57,0
88,45,78,15,40,0
100,98,54,24,80,0
12,54,66,60,9,0
15,36,28,44,20,0
84,76,87,34,77,0
28,42,56,63,57,0
39,17,53,69,12,0
63,59,20,62,83,0
79,45,18,79,61,0
66,77,56,91,99,1
35,19,99,96,74,0
47,19,9,89,81,0
18,31,5,82,18,0
37,67,51,44,45,1
63,97,53,84,41,1
4,68,98,99,35,0
67,27,74,70,10,0
61,24,92,69,27,0
26,93,85,7,84,0
27,95,26,5,8,0
73,44,68,5,21,0
20,22,92,76,91,0
66,57,49,48,22,0
2,31,76,13,30,0
65,89,87,14,88,0
39,30,39,92,52,0
21,6,27,49,37,0
53,0,41,89,15,0
9,1,47,43,21,0
31,56,66,82,49,0
66,20,31,92,48,0
53,99,93,82,13,0
73,95,63,41,26,0
96,43,59,7,41,0
55,32,94,22,16,0
20,97,51,7,36,0
65,88,83,79,91,1
94,24,91,57,11,0
68,32,46,25,89,0
73,75,66,67,72,1
42,5,61,62,81,0
90,15,88,46,29,0
45,28,14,12,93,0
78,84,71,68,19,0
79,41,86,73,72,1
56,40,17,43,85,0
27,66,60,40,34,0
16,41,44,24,46,0
18,27,39,66,43,0
95,83,32,25,2,0
69,20,95,46,90,0
5,24,83,96,93,0
67,18,57,16,92,0
53,12,80,73,31,0
11,81,47,21,59,0
92,13,94,94,98,0
18,38,43,91,8,0
20,52,42,86,63,0
39,72,92,21,78,0
20,2,1,70,58,0
90,80,13,61,67,0
23,28,65,87,89,0
37,4,22,57,56,0
6,88,34,66,60,0
15,10,45,88,99,0
12,85,5,4,48,0
74,86,48,15,78,0
10,67,36,42,40,0
78,74,44,94,71,1
46,33,54,11,27,0
26,52,86,9,92,0
70,32,28,29,80,0
65,38,68,54,63,1
21,11,72,45,41,0
89,93,1,56,73,0
4,58,35,83,23,0
62,54,41,73,17,0
60,86,7,39,56,0
2,21,85,86,68,0
35,21,25,89,27,0
70,58,69,31,34,0
50,30,33,74,64,0
53,52,83,9,1,0
91,11,85,38,36,0
54,9,36,31,57,0
23,25,81,21,92,0
85,81,64,37,28,0
24,13,56,0,36,0
98,92,98,45,16,0
20,40,99,34,14,0
59,0,11,47,90,0
26,34,15,25,84,0
0,63,95,94,71,0
35,55,90,0,93,0
31,96,64,60,35,0
26,27,35,86,61,0
45,55,45,18,26,0
43,63,54,46,39,1
79,61,15,10,36,0
78,73,23,79,3,0
96,92,8,47,79,0
64,70,84,17,59,0
80,44,40,10,98,0
34,13,64,72,90,0
32,33,56,37,28,0
65,24,3,20,62,0
44,24,91,24,46,0
66,61,55,1,84,0
81,33,41,100,32,0
61,1,41,34,33,0
61,19,54,68,37,0
16,27,6,66,4,0
26,24,2,97,39,0
83,34,73,92,50,0
28,88,9,73,1,0
64,37,37,19,99,0
19,21,60,55,0,0
34,72,28,40,5,0
8,17,97,17,61,0
90,95,55,21,48,0
10,23,6,91,42,0
58,2,34,59,42,0
79,7,25,65,46,0
44,65,92,56,86,1
79,32,95,78,9,0
55,15,52,88,82,0
79,26,78,30,65,0
80,62,93,62,50,1
37,25,1,14,97,0
56,8,47,90,10,0
53,16,100,33,65,0
45,58,23,6,4,0
26,27,79,60,2,0
91,79,55,14,42,0
84,72,61,12,12,0
16,30,75,93,6,0
18,60,42,56,37,0
35,94,47,80,59,0
16,33,21,44,21,0
5,44,81,57,28,0
2,9,59,76,31,0
27,88,29,10,79,0
21,78,39,45,11,0
19,42,64,79,48,0
96,57,69,13,18,0
33,15,86,76,34,0
28,18,97,52,20,0
49,19,65,42,92,0
85,2,61,22,88,0
31,52,50,63,23,0
38,23,15,8,85,0
9,29,62,2,22,0
19,32,57,39,50,0
59,45,22,39,85,0
71,52,93,4,40,0
77,17,96,28,17,0
33,83,89,58,73,0
39,59,78,84,99,1
21,80,32,62,96,0
54,20,19,77,19,0
79,1,67,6,63,0
73,43,57,1,53,0
35,24,3,57,36,0
26,97,9,44,0,0
34,51,62,67,97,0
55,38,80,29,55,0
21,78,6,36,37,0
71,12,0,24,27,0
60,31,55,15,83,0
6,29,32,28,68,0
7,49,74,100,55,0
36,15,9,6,100,0
14,53,53,75,56,0
11,73,66,97,69,0
25,84,96,22,59,0
60,28,20,87,49,0
37,90,84,7,76,0
71,36,83,76,44,1
24,83,11,53,97,0
16,12,44,52,69,0
59,98,80,61,14,0
83,25,47,62,12,0
40,16,38,26,95,0
72,43,34,53,60,0
33,49,92,60,24,0
84,26,82,38,77,0
33,32,84,56,68,0
11,27,52,54,88,0
3,43,31,71,83,0
9,84,67,7,41,0
80,77,37,13,55,0
13,57,89,36,36,0
61,79,95,51,48,1
57,73,22,55,61,0
0,11,33,33,80,0
37,26,86,99,50,0
18,28,63,0,5,0
19,72,80,49,75,0
69,82,13,1,46,0
48,90,37,6,8,0
10,16,30,14,23,0
72,14,90,48,64,0
33,32,4,98,4,0
49,8,72,84,83,0
37,94,71,3,66,0
44,16,18,98,84,0
53,57,21,51,34,0
12,51,20,69,96,0
24,77,79,91,25,0
78,62,69,95,96,1
35,84,40,14,51,0
68,85,96,31,45,0
68,51,21,73,80,0
32,24,86,16,1,0
66,98,31,32,70,0
50,61,60,56,0,0
81,36,24,2,52,0
70,51,5,40,27,0
37,57,93,87,30,0
17,87,99,84,88,0
33,66,31,94,72,0
13,2,99,47,99,0
50,16,22,21,83,0
31,47,14,0,28,0
25,5,56,79,68,0
68,46,71,79,50,1
44,73,65,20,85,0
10,96,65,85,79,0
58,32,35,67,28,0
29,11,22,43,34,0
67,16,1,19,45,0
40,57,0,71,71,0
59,54,78,4,92,0
83,42,57,80,96,1
50,56,3,0,3,0
59,69,70,34,2,0
18,8,26,60,43,0
34,67,75,52,48,0
92,24,99,19,90,0
53,68,35,81,73,0
12,39,73,47,48,0
18,29,70,42,23,0
15,28,64,24,51,0
16,66,96,8,93,0
27,61,70,22,74,0
98,27,95,89,9,0
3,99,6,62,32,0
62,84,76,12,42,0
25,10,96,28,82,0
61,78,57,26,36,0
12,19,4,98,87,0
64,89,98,36,25,0
17,73,26,20,84,0
80,66,75,95,30,0
8,81,38,88,69,0
80,24,49,78,71,0
24,90,93,45,40,0
69,73,61,61,38,1
21,17,8,29,91,0
73,33,54,63,32,0
36,15,90,96,49,0
88,87,33,89,17,0
72,47,63,52,49,1
99,53,63,6,11,0
9,58,19,97,74,0
65,6,39,73,73,0
43,45,37,58,15,0
85,76,66,79,63,1
74,88,18,16,86,0
41,38,86,45,39,1
73,62,64,99,32,0
66,44,73,76,94,1
51,94,4,34,59,0
71,5,70,46,51,0
92,60,84,79,12,0
51,0,97,24,83,0
57,17,33,39,31,0
57,93,91,27,97,0
83,86,57,31,48,0
9,87,49,94,23,0
52,88,14,87,55,0
7,75,19,44,45,0
10,25,0,34,76,0
27,58,38,55,14,0
82,76,10,12,65,0
41,56,73,71,46,1
36,76,48,91,54,1
81,61,76,7,20,0
17,76,74,73,70,0
63,98,21,48,11,0
44,64,6,47,71,0
56,79,33,17,13,0
46,93,41,3,32,0
52,38,85,25,98,0
54,23,48,66,23,0
24,0,12,80,67,0
80,82,37,65,94,1
38,46,81,39,99,1
81,19,75,48,53,0
26,72,87,38,100,0
9,69,72,40,10,0
55,2,23,12,23,0
22,56,51,16,39,0
76,81,1,15,17,0
16,49,1,66,9,0
57,64,6,95,67,0
75,88,62,95,25,0
62,68,43,39,51,1
25,2,30,86,57,0
90,71,6,72,23,0
1,2,24,87,81,0
75,72,80,86,74,1
30,92,11,58,4,0
89,7,17,61,33,0
50,82,38,57,27,0
41,81,63,90,13,0
44,83,12,59,67,0
71,46,27,25,24,0
39,58,43,86,16,0
78,27,89,7,15,0
2,89,79,56,0,0
57,37,80,100,70,1
52,89,13,80,60,0
97,14,31,77,1,0
100,27,39,62,7,0
3,30,88,39,45,0
8,57,4,81,55,0
6,97,87,13,98,0
53,4,6,16,92,0
76,39,64,25,100,0
56,79,76,85,14,0
92,83,30,69,16,0
57,99,16,44,34,0
37,14,99,54,7,0
56,83,100,30,55,0
73,74,77,94,72,1
77,49,60,9,43,0
41,11,76,64,68,0
78,1,39,99,84,0
41,75,7,43,99,0
59,89,69,81,5,0
41,23,30,68,57,0
60,62,48,39,62,1
20,25,61,55,65,0
58,3,58,94,84,0
18,58,52,70,80,0
82,13,46,92,78,0
97,47,29,51,41,0
73,0,96,55,61,0
14,55,62,56,34,0
27,87,8,23,24,0
99,85,10,4,48,0
28,91,18,5,91,0
15,48,11,43,29,0
0,30,51,32,65,0
12,72,2,6,79,0
48,51,35,88,54,0
27,45,46,32,77,0
59,25,24,94,70,0
54,33,1,11,58,0
30,43,62,37,86,0
51,17,57,98,75,0
47,48,63,6,66,0
46,78,12,37,72,0
78,28,0,27,85,0
7,42,23,80,76,0
24,95,41,27,94,0
54,100,4,67,9,0
2,50,73,90,23,0
95,100,36,78,22,0
70,54,72,45,38,1
49,45,66,21,90,0
55,39,1,55,26,0
8,29,81,33,59,0
25,53,43,56,58,0
1,42,70,39,85,0
51,67,29,85,7,0
75,57,21,84,53,0
38,50,45,2,94,0
2,23,75,44,61,0
51,53,49,1,22,0
21,13,3,44,25,0
79,33,46,50,78,0
56,28,27,31,23,0
20,90,45,53,36,0
9,22,2,90,65,0
25,43,42,2,59,0
54,96,96,33,91,0
84,60,100,28,88,0
56,68,17,70,23,0
43,56,54,49,38,1
13,47,34,96,11,0
56,94,28,82,28,0
7,27,35,50,59,0
6,5,90,17,34,0
64,20,73,53,9,0
95,13,80,71,13,0
64,9,77,18,38,0
73,83,43,34,84,0
92,46,57,85,4,0
95,47,69,47,46,1
32,20,95,81,13,0
59,63,43,85,5,0
40,99,88,66,29,0
91,85,26,90,83,0
20,97,55,31,84,0
23,47,97,31,61,0
42,76,58,83,73,1
50,63,67,47,64,1
62,19,16,47,67,0
5,67,38,5,71,0
37,22,28,11,77,0
9,12,1,50,50,0
95,96,71,98,62,1
40,45,26,39,94,0
13,80,13,63,59,0
95,81,28,94,73,0
82,23,60,51,50,0
48,7,34,84,27,0
11,15,37,98,48,0
75,5,91,6,78,0
55,94,67,37,95,1
58,8,93,53,1,0
86,50,64,40,81,1
25,72,38,83,39,0
56,31,92,54,23,0
81,4,12,78,2,0
62,11,51,44,38,0
21,63,25,100,57,0
41,51,38,6,25,0
91,82,57,39,10,0
95,56,100,81,40,1
52,99,54,23,25,0
69,84,20,92,22,0
65,2,97,88,5,0
49,11,10,12,81,0
60,3,48,7,83,0
80,38,13,51,91,0
9,93,15,3,75,0
20,11,95,84,85,0
96,33,9,4,12,0
32,86,28,20,35,0
94,77,94,1,19,0
72,16,31,62,58,0
18,52,31,54,90,0
2,45,34,3,84,0
50,10,14,5,6,0
96,34,18,53,17,0
98,95,19,17,37,0
25,50,93,50,7,0
16,48,45,87,5,0
65,42,38,27,13,0
47,82,90,62,78,1
20,9,15,92,85,0
98,99,59,14,10,0
27,61,15,28,65,0
40,93,79,21,64,0
33,39,45,5,74,0
69,85,26,49,88,0
8,33,14,40,0,0
18,38,51,27,98,0
91,74,15,18,30,0
55,20,34,79,11,0
3,63,32,28,13,0
76,31,89,16,85,0
82,65,19,96,96,0
50,78,19,30,46,0
13,55,54,39,68,0
39,32,9,36,81,0
76,71,24,73,53,0
22,11,27,11,38,0
59,22,71,93,58,0
57,91,26,94,8,0
79,21,50,67,100,0
30,48,8,4,65,0
8,11,41,83,52,0
4,61,1,40,56,0
44,19,74,27,19,0
28,55,91,99,64,0
6,47,76,41,45,0
78,24,92,3,88,0
79,12,17,99,67,0
85,71,85,34,84,0
62,50,25,53,33,0
22,30,22,76,63,0
27,50,83,5,44,0
54,62,83,35,88,0
94,88,71,88,75,1
23,17,71,25,59,0
19,59,97,73,16,0
1,35,44,45,43,0
94,1,40,87,49,0
70,1,67,57,49,0
6,65,94,44,24,0
76,23,1,11,75,0
90,45,77,56,48,1
56,97,97,21,68,0
64,68,58,60,75,1
75,15,98,87,85,0
19,12,35,49,80,0
96,96,67,7,68,0
15,4,78,31,56,0
96,74,59,91,14,0
11,63,68,91,70,0
20,85,34,10,35,0
41,93,6,40,92,0
59,80,69,9,52,0
53,93,21,85,1,0
62,54,79,14,26,0
16,16,64,28,79,0
18,98,50,32,21,0
69,75,46,63,53,1
54,84,78,81,71,1
47,9,88,60,51,0
61,53,13,83,72,0
11,3,89,3,32,0
2,87,62,36,79,0
31,79,91,15,68,0
97,62,64,6,38,0
62,56,40,12,36,0
16,11,35,2,40,0
95,5,50,24,40,0
61,35,40,12,13,0
35,4,17,22,36,0
4,20,20,10,34,0
66,29,6,18,50,0
0,31,7,9,89,0
68,95,75,52,98,1
100,40,29,81,85,0
50,15,85,89,90,0
5,28,70,97,50,0
98,57,81,95,18,0
34,67,70,82,53,0
100,73,35,42,15,0
6,37,2,73,48,0
18,9,71,24,11,0
68,19,67,6,22,0
16,38,64,71,74,0
34,32,8,17,15,0
9,77,32,89,38,0
54,55,18,32,77,0
66,11,45,99,62,0
80,68,57,97,36,1
62,3,48,8,55,0
27,82,80,72,99,0
49,25,1,46,91,0
54,15,6,100,96,0
68,88,25,74,46,0
86,75,9,70,26,0
4,96,60,61,51,0
88,46,17,64,21,0
18,66,24,2,55,0
49,92,26,18,88,0
62,63,1,58,0,0
48,64,77,95,74,1
12,49,68,26,44,0
75,67,28,26,60,0
20,93,7,85,23,0
87,35,79,88,89,0
92,96,52,69,84,1
31,62,50,21,19,0
93,10,39,71,60,0
28,50,54,94,31,0
20,68,86,82,79,0
63,81,96,68,25,0
42,61,71,25,10,0
76,59,69,83,0,0
61,52,47,21,66,0
1,64,19,4,89,0
86,33,35,34,86,0
9,25,98,28,79,0
62,77,56,11,52,0
25,76,68,9,58,0
65,42,16,94,11,0
82,64,16,3,66,0
75,16,4,64,51,0
30,31,90,75,1,0
11,95,9,31,5,0
36,43,68,27,70,0
29,27,61,74,97,0
40,2,61,49,85,0
82,33,67,84,39,0
92,89,36,5,3,0
14,60,19,67,82,0
24,69,5,25,51,0
17,76,65,73,14,0
37,35,56,49,2,0
57,95,36,85,78,1
44,69,6,96,22,0
72,59,70,50,98,1
11,2,50,57,1,0
84,22,22,34,15,0
9,45,47,28,52,0
100,68,73,67,53,1
45,48,57,21,72,0
96,55,96,52,68,1
84,46,18,98,87,0
14,32,19,80,25,0
31,16,4,73,13,0
84,93,85,29,22,0
86,20,62,12,91,0
29,91,70,18,62,0
18,60,48,100,21,0
69,83,77,61,35,0
31,97,31,3,67,0
11,96,16,24,22,0
32,59,16,41,98,0
41,72,84,71,95,1
100,14,20,58,35,0
13,73,91,31,90,0
76,58,24,32,42,0
91,1,37,45,100,0
88,68,85,37,98,1
20,19,48,76,50,0
99,97,48,11,64,0
89,6,100,38,35,0
11,8,69,97,13,0
92,51,84,35,21,0
78,26,62,19,62,0
44,63,34,30,72,0
65,61,63,40,32,0
82,28,42,94,97,0
44,90,70,95,13,0
52,55,56,43,47,1
73,1,9,85,20,0
69,33,13,40,72,0
69,73,69,1,0,0
31,92,87,12,58,0
53,72,66,43,8,0
27,23,63,93,33,0
88,9,43,86,37,0
23,62,4,18,0,0
74,29,55,24,40,0
50,17,98,37,25,0
31,78,12,84,96,0
25,70,81,38,15,0
89,12,50,24,8,0
69,37,21,99,79,0
63,92,47,88,4,0
15,87,53,25,18,0
92,20,10,47,88,0
34,6,90,78,63,0
45,83,99,55,16,0
27,44,41,37,14,0
5,72,93,0,70,0
14,1,92,98,99,0
27,68,49,39,93,0
96,40,87,96,31,0
4,73,89,45,33,0
59,32,74,87,3,0
3,29,68,20,56,0
43,9,47,13,28,0
49,25,90,44,85,0
36,61,85,39,57,1
59,32,84,0,65,0
3,61,32,24,71,0
74,3,48,80,70,0
13,27,7,28,53,0
69,36,45,28,47,0
96,94,83,32,41,0
0,75,96,63,71,0
92,68,35,29,21,0
0,8,28,60,22,0
55,17,10,27,47,0
95,31,1,52,0,0
24,72,99,14,29,0
99,33,58,90,30,0
76,40,76,95,66,1
81,16,38,17,3,0
21,32,77,15,28,0
61,0,35,48,98,0
76,85,33,93,28,0
8,67,3,48,79,0
98,20,82,76,86,0
59,80,2,26,80,0
60,14,44,47,36,0
96,10,82,37,97,0
26,29,23,22,77,0
96,45,40,53,81,1
44,46,77,35,88,0
42,71,13,1,43,0
57,71,43,9,69,0
37,20,50,23,45,0
55,1,4,62,50,0
7,85,92,9,8,0
63,48,64,58,49,1
70,64,4,20,98,0
7,42,15,24,99,0
94,63,62,88,82,1
21,31,84,15,37,0
35,54,90,27,67,0
70,99,13,27,96,0
43,50,43,67,34,0
73,73,24,27,27,0
81,13,12,39,58,0
33,43,7,8,74,0
16,34,22,21,96,0
65,61,14,26,84,0
75,17,50,42,37,0
100,66,38,20,34,0
80,67,10,9,53,0
11,51,40,1,34,0
18,97,69,92,97,0
55,62,96,71,39,1
88,47,15,64,14,0
13,16,92,58,96,0
64,23,60,81,37,0
66,8,71,7,27,0
81,19,65,27,99,0
9,3,44,12,5,0
5,55,60,84,53,0
10,90,76,84,48,0
71,86,41,55,96,1
87,23,92,45,45,0
85,30,61,7,100,0
46,0,90,19,34,0
36,24,61,83,41,0
92,4,37,34,28,0
30,35,82,21,100,0
98,30,26,16,57,0
39,57,79,13,60,0
95,99,73,75,42,1
7,24,99,31,9,0
11,78,65,76,35,0
89,52,80,92,76,1
18,11,28,96,23,0
51,94,2,1,46,0
69,37,33,5,97,0
50,8,67,84,15,0
16,44,74,31,23,0
55,91,43,18,39,0
24,0,49,96,99,0
15,20,24,98,61,0
62,92,56,49,92,1
33,82,37,9,60,0
94,64,90,74,58,1
35,58,45,42,76,0
85,40,69,64,60,1
98,100,19,78,57,0
47,52,83,98,36,1
59,57,60,7,31,0
51,19,13,96,53,0
19,19,19,52,10,0
34,11,14,49,60,0
88,14,32,8,15,0
6,85,91,51,75,0
79,81,80,8,65,0
